Vname,UpName,Vlong,Source,Uptime,UpID,VID,RelatedVs,newDayviews,Sales,Price,Commission,TotalLikes,TotalComments,Changerate,PLink
Rever彩虹云朵转转浴爆 滋润保湿精油泡浴 彩虹沐浴泡澡泡浴球,剁手小仙女,35,淘宝,2019-02-21 18:00:45,75242884780,6660368166344019212,0,0,0,56.00,0,255435,2322,0.91%,https://s.click.taobao.com/t?e=m%3D2%26s%3DLnpzJb0xLzdw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSOqQWLFayrZlovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM4rUCW1bCrCqBnI%2Bqa4TkhAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MTCe5UFIxEpzXMkf%2FsAa770y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b0130fe_0c43_16ebf842159_bb4f&xId=10af9AU2BxiUulk90EV8dWu6I5i9QAxsJHrB83fkFKHUJ99h1l9QBCE3B15kvIPsutvNj6gm195FSLniamsrlK&union_lens=lensId:0b0b00e4_0c8f_16ebf84215a_178c
欧丽源绿眼膜贴淡化黑眼圈眼袋细纹紧致眼纹消眼贴膜补水女,陶鹿鹿,51,淘宝,2019-07-01 17:45:30,60655602362,6708419325734161668,0,0,0,49.98,0,635149,2583,0.41%,https://s.click.taobao.com/t?e=m%3D2%26s%3DtlyHbE1jwKxw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMTT3n0T9aPK8xq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMeLpWqpD0AKYgjfnW0ARrTIwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RBHW9zS%2FB2nt0QobAB2vO5Cm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b153bbd_0ca1_16ec25a1756_8dc5&xId=tu25OKlUW0G8r84VySY530UvIeZwPloo5Ha3YDPAZ2HFIE2lYbxbJgEwswbBXm1r8iKmJckIVqfpOxv2bv09er&union_lens=lensId:0b0b3631_0d10_16ec25a1756_5b44
琦琦同款芦荟胶面膜镇定补水控油,kuier0517,59,淘宝,2019-04-26 17:05:49,81665010485,6684065444954950926,0,0,0,69.00,0,10205,165,1.62%,https://s.click.taobao.com/t?e=m%3D2%26s%3DRDq1f2GCGx9w4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMf2UiXYHr3ZXRitN3%2FurF3xPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMIWTdXyKdfEMvhuBuhcQ9wAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6O8CV9VAfVrKybmzoMAXLsk0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57b76f_0c71_16ec194499c_6b6f&xId=kQlEZnh4p4JkVFGd3kMr60vHkxoklHquItYOWXeW4tkHFRKdTW6okkUX9LFoeV0wGL4d8lqIpmTGGGyWC8CBpd&union_lens=lensId:0b0fe8ba_0cc4_16ec194499f_8b55
珀莱雅insbaha粉底液干皮油皮亲妈持久水润保湿BB遮瑕女学生平价,新加坡小蛙,47,淘宝,2019-06-30 18:42:35,60910487078,6708131632429272324,0,0,0,69.90,0,62963,764,1.21%,https://s.click.taobao.com/t?e=m%3D2%26s%3DXbmpVaZab2pw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMYgoMDCl0a5fMMgx22UI05ZPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMG%2B7e5sprLmN6kDRLZiOFlIwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RATSFJdE9HnN31htQs7mohpm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCP8lzN0Wk2RWC%2Bob0vRQ70tz2TFFEd9SqY%3D&union_lens=lensId:TAPI@1585466548@0b847693_0f0f_171252ba292_d013@01
珀莱雅泡泡面膜女补水保湿清洁面膜女深层清洁收缩毛孔黑海盐面膜,是你的夏xixi,54,淘宝,2019-07-01 18:04:48,98255744625,6708371139485338887,0,0,0,79.90,0,403831,3635,0.90%,https://s.click.taobao.com/t?e=m%3D2%26s%3Duo%2F%2B7%2F1arzpw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMc18ULDSGU0dRitN3%2FurF3xPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMG%2B7e5sprLmN6kDRLZiOFlIwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RAPSIInk6krf0a9oG7%2BJNIsm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCP8lzN0Wk2RWC%2Bob0vRQ70tz2TFFEd9SqY%3D&union_lens=lensId:0b5797e0_0c95_170a05ccc15_64f3&xId=xwyPZNWPk8jLH4H2HLL9tfCIuCawLxy3FMTikFt8u2fQDAXVzcDaEeVu6FwCxrr0KM406HxGZx9qU59vRswcPc&union_lens=lensId:MAPI@1583238401@0b174ae1_0e92_170a05ccc19_a105@01
笨nana同款 隔离屏障喷雾 全身保湿肌肤修复定妆防护,NA哥_,55,淘宝,2019-01-04 16:59:51,97899846598,6642563737708399885,0,0,0,86.00,0,103551,2336,2.26%,https://s.click.taobao.com/t?e=m%3D2%26s%3DgV5PXl5HOPhw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMZJXa%2F5MWVXs5x%2BIUlGKNpVPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMRrX6K9gqEAYa44WQX7r1Bowe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RBZH6xNNZcD1QBb%2F3293q1Jm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b581b6f_0c08_16ec3e6add0_d94d&xId=TXA66sXNwWqCDCFYZO7IrctmA8NxjnkH04zNiAJo85AwtjFC4aFOtAZUlqhVPDs2mL49M2wCLXYIHiyNDV9nzu&union_lens=lensId:0b1b5435_0d0a_16ec3e6add1_34cd
完美日记双色腮红膏盘正品保湿提亮肤色裸妆晒红自然女橘色网红款,gfimodels,19,天猫,2018-12-08 10:40:03,80540738083,6632446566634376461,0,0,0,49.90,0,99451,2275,2.29%,https://detail.tmall.com/item.htm?id=579915719240
小迷糊胶原果冻眼膜眼部橡皮擦淡化细纹紧致眼周补水提亮视黄醇,太平公主重金求发,46,天猫,2019-07-18 17:27:48,62241304201,6714649445562191117,0,0,0,69.90,0,18879,1111,5.88%,https://detail.tmall.com/item.htm?id=580095783669
透真烟酰胺身体乳女男夏天保湿滋润补水香体持久留香白全身润肤露,羽子酱,55,淘宝,2019-06-29 18:21:33,98639381247,6707595346987601166,0,0,0,79.00,0,33572,157,0.47%,https://s.click.taobao.com/t?e=m%3D2%26s%3D25aEyCEjvaFw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMYe3NwmjotEl8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMDVTVEaweieWSKyxqd2oYkowe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RCrZ88g6FJAxaU%2ByYt08V6Am%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b5832d4_0c63_16ebf793712_aa57&xId=SoDr4kazlFMvd0Mimh0oFbX0A59auazo00BBwUueGy32KqJFhmDhP5iEzldbBFfuzMk1fnmIY1KNTOs24LNrkR&union_lens=lensId:0b1b514a_0bc6_16ebf793715_4627
NACO烟酰胺原液玻尿酸面部精华液小安瓶精华液肌底液送美白面膜,三十斤,59,淘宝,2019-07-11 18:22:24,71952167289,6712057980294106380,0,0,0,79.90,0,5709,270,4.73%,https://s.click.taobao.com/t?e=m%3D2%26s%3DomUef2KMSgNw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMZLsehlN8jlpMMgx22UI05ZPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMlrh8fxJkmnSeGNTG034t9AtkyqhBb5%2B4HoaaUnJGJVNqGmoLahT%2BZz%2BFa8QW0pMbTc7jC1Dcr3QTO1Syky7%2BwYigdxCcqCiuk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ49pVxino%2Fzbzy8o1osRP5OTxgxdTc00KD8%3D&union_lens=lensId:TAPI@1587022148@0b84766b_0ecb_17181e43463_0875@01
韩国dpc豹纹限量款气垫BB霜持久保湿遮瑕隔离补水送替换芯,杭州街拍,9,淘宝,2019-04-13 10:50:32,95907957304,6678885232797650180,0,0,0,178.00,0,7460,91,1.22%,https://item.taobao.com/item.htm?id=586559928156
小雪梨韩国d'Alba黛尔珀白松露精华空姐喷雾3秒水光肌保湿包邮,小雪梨梨梨SherryJ,41,淘宝,2019-02-16 12:55:27,57433394141,6658124137841577220,0,0,0,108.00,0,4231,70,1.65%,https://s.click.taobao.com/t?e=m%3D2%26s%3DaFNQEcSSwr5w4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMfWLRJq%2FNDReMMgx22UI05ZPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMdjep1ZBtLZEWdxWvc6R0IAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6O7xWvXF0N6YVJUd8lzqZN70y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b0b9f56_0caa_16ec20eeda5_780b&xId=h8FzERxYdls9Hp5OD3XLPuLLvweC6SGYFehM8LjaVplHtk4w6xLjWCLcx3a51pGqbsjwvWCJyQ8WwKaR31Ejfx&union_lens=lensId:0b0f8443_0c76_16ec20eedaa_859a
小雪梨推荐法国FILORGA菲洛嘉十全大补柔滑亮泽面膜保湿补水包邮,小雪梨梨梨SherryJ,36,淘宝,2019-02-15 22:50:30,57433394141,6658103892619922699,0,0,0,349.00,0,962,28,2.91%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dwb8pM7qpHolw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMZ5mdKmWmN6uJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMdjep1ZBtLZEWdxWvc6R0IAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6O7xWvXF0N6Yaezs8yb3zU70y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b012f08_0c4b_16ec0af1513_a581&xId=NCFwXdrvQOuBK3pblTVtO5FDHWQeoRg4Kn4qSKfOh2SE6ObiO9qr2xKYFAvhp20L0rvXwjEakz6stng4EOVSC9&union_lens=lensId:0b835ffa_0caa_16ec0af1515_3d09
麦芙迪男士护肤品套装正品洗面奶水乳补水保湿控油化妆品面部护理,Amy好物推荐,14,淘宝,2019-04-09 17:15:48,4067815970855383,6677820078911655175,0,0,0,99.98,0,913,29,3.18%,https://s.click.taobao.com/t?e=m%3D2%26s%3D%2F3Mmq3XjsKBw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMZ%2F7%2FC1wmspZ8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMQxfPvGKoFSzwJJG%2BZgHCfAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6O7xWvXF0N6YTwKW%2FiHG2%2Fj0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b157056_0c6f_16ebfabe028_53d7&xId=gohMMfa08KqMpzZuqlSSv12mAGWO7dMM6Xt8jzI5srU8P4034lZe6IDkk1IUOx6YTPXSGuWSi72SAGjJFk1UbS&union_lens=lensId:0b0f8444_0c7b_16ebfabe02a_a492
教主韩国VIDIVICI女神泡沫洁面乳洗面奶 温和保湿小香氨基酸洁面,觉主本人《想念你美妆》,59,淘宝,2019-02-13 18:55:28,71180585880,6656941268167363847,0,0,0,130.00,0,6763,295,4.36%,https://s.click.taobao.com/t?e=m%3D2%26s%3D8xIZs4bXzQZw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMcI1zrRn5jzZxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM8TqUdQMC0gjqofguyfrmA4we6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RBktht30c1Mdi6%2BWANxS2kIm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b01c1f1_0c8c_16ec0290701_21dd&xId=c8jvCoAgUl1IxqkokTSq1NWPl4XqX58yJANupqofdp3KUFacFun81LTsd8IKXhZkfBOZwAXaXRJUKzZ5MzEs16&union_lens=lensId:0b8348ee_0cf6_16ec0290704_dbce
教主香蒲丽红人参果眼贴膜螺旋藻去眼袋修复去细纹淡化黑眼圈补水,觉主本人《想念你美妆》,59,淘宝,2019-02-17 22:07:27,71180585880,6658172469779696909,0,0,0,140.00,0,6106,412,6.75%,https://s.click.taobao.com/t?e=m%3D2%26s%3DNMddaUaqPxVw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMSVa93QAkLU3lovu%2FCElQOtPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM8TqUdQMC0gjqofguyfrmA4we6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RBxjUUQFQKVaFze%2Bp7camvpm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b157056_0c6f_16ec0295f38_7709&xId=IZ9UysxiaaAHqLPauYvuMp8V9KoRPuYwS2rLKCPqpMdYzZytTY9fvw0pEQyruLqXNziGionSpfQaOjzikpBItc&union_lens=lensId:0b1b5435_0d0a_16ec0295f3a_bf3b
萌小兮同款蘑菇头气垫SUNISA苏妮萨CC霜粉底保湿遮瑕BB霜快手同款,萌小兮美妆,13,淘宝,2019-02-03 09:14:29,94991826535,6653274666762882317,0,0,0,168.00,0,592,14,2.36%,https://s.click.taobao.com/t?e=m%3D2%26s%3DZHGS61clobRw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMb43igUNWmll8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMN6o2hg7yanF96i3C0h4qCQtkyqhBb5%2B4HoaaUnJGJVNqGmoLahT%2BZzSJD1a7%2B8MkOntdN%2Ba6ykC0hpcevGLXPdhHXoWup6v%2F1JztS5T9N8Z040xTe74sItAtu5t0lvo341YlJTA1HMO9KzILw1MW6qJn5AyUbPoV&union_lens=lensId:0b57bdf1_0c61_16ec1e3f37a_0731&xId=ujxCC1MsSs5IynD3nAEjXVSIjxajMDZZs9yP92z6GlVWxLPvaZSI7B7MYzwFwmHItVsrRPGWcJ4S7SPLx4e8qY&union_lens=lensId:0b0b3631_0d10_16ec1e3f37c_acfd
中华魔丽迅白牙膏美白亮白去黄牙垢清新口气家庭套装100g*5,王大盒的摄像老师,54,淘宝,2019-09-08 20:45:25,619751797425799,6734279897268702472,0,0,0,66.90,0,52049,681,1.31%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dw9R2SldQb2hw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMUi9CkwJKia7xq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMY8i2Gqa09v9WZyGCuc5%2FaIwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RBfQ2APWayAjZH%2BaVG%2BF0eWm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b0aff46_0cc0_16f7f9ae2bd_dfc3&xId=GNK6hzfLp42lPj4Gk5kUORW1lCbULkUOuN5lapxqyS0kU4uVwGrVazWAsyHI6gBqJvPcIX9KvaCVtg4ZXQocJo&union_lens=lensId:0b0b00e4_18ad_16f7f9ae2bd_0c87
教主SHO透明质酸安瓶水润，红参果抗皱面膜 补水保湿 提亮肤色7片,觉主本人《想念你美妆》,59,淘宝,2019-02-21 21:50:05,71180585880,6660379422639639816,0,0,0,130.00,0,35280,1979,5.61%,https://s.click.taobao.com/t?e=m%3D2%26s%3DN6fhFwbg6Mtw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMd0xs27N1qGk8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM8TqUdQMC0gjqofguyfrmA4we6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RBPz7UYJW%2FrHUzhP6rB9vtYm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b57bdf1_0c61_16ec0cf9da0_2e49&xId=6THcfScU9orUMfAyO6ibTLO68JSCzKku0D3czQAT0jLyyCpnyjEGnI8X1iUHhLDCMKJ19TQTlQ0PIkNEiBNpkI&union_lens=lensId:0b1b4ba8_0baa_16ec0cf9da1_5a15
100四盒新品烟酰胺玻尿酸毛孔收缩舒缓肌肤小安瓶精华原液包邮,阿婷,51,淘宝,2019-03-05 18:31:52,63413890491,6664825568267160845,0,0,0,100.00,0,2077,87,4.19%,https://s.click.taobao.com/t?e=m%3D2%26s%3DmzIcDZJxuRVw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMc5Q87ljbHsaJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM1x2i9jP5OztX65bEXPOwdAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6NRJ3aojCiJisNoXYgbp%2FG80y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57ab6b_0cac_16ec7f8f07b_c635&xId=ovJD2u7QMtFUlDkw12MkpnzwbrfXjJKZaoYrjq1CmfMfQgu5Xnz59GXMdcl2zURUEgotL0GktqCVbwuweEq06C&union_lens=lensId:0b0f8443_0c76_16ec7f8f07d_3ab2
【预售】自然堂蓝胖子肌底精华液高纯度99%烟酰胺保湿修护提亮,金银花,47,天猫,2019-09-09 17:56:51,97572933381,6734607536109980935,0,0,0,158.00,0,28512,715,2.51%,https://detail.tmall.com/item.htm?id=599962832606
金希澈同款韩国DUFTDOFT多馥特馥香氛波点护手霜手膜50ml补水保湿,蛇皮饼小干,40,淘宝,2019-09-09 18:51:39,95617266032,6734621657400413447,0,0,0,30.00,0,91774,5045,5.50%,https://s.click.taobao.com/t?e=m%3D2%26s%3DaMMBnDBW5Chw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMRNFpxjGbpNr1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM0Wm%2FGGknHIumglilCkocC80Q9fK1X0AuhLjO8JFSuq5qGmoLahT%2BZz%2BFa8QW0pMbTc7jC1Dcr3Rcfm37xb4PJfiSpMc%2BEFaFy1pvlTcd4q4cTNWtqRPezzPihM1enhJMVFzNXDvVTOYkiM0JmU9fSqK5FrSzWxEyPXsNY%2FsDjpw%3D&union_lens=lensId:0b57b76e_0ca3_16ebfd94156_e4c3&xId=fTFMrXcJxe1J3KnjicUhNIsyeN7fvbOvreaWKS58zXlrl6KzvJ6iI68WFQNQNCShNzSmKWUYaKvd6XfMp5OsiP&union_lens=lensId:0b0fe8ba_0cc4_16ebfd9415f_d102
花瑶花繁花洋甘菊痘痘肌修护面膜干燥脆弱保湿滋润温和舒缓补水,小宇哥Yumiko,59,淘宝,2019-08-13 17:30:59,58804794930,6724581572835593483,0,0,0,119.90,0,8520,87,1.02%,https://s.click.taobao.com/t?e=m%3D2%26s%3DEiI87v3AUn5w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMWjiCLX2dMrc5x%2BIUlGKNpVPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMi5AouO7MT3stRnlxdP76OIwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RD0DZVhOqAdQ%2FrZ4kbe9i6fm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b5832d4_0c63_16ebf8e7659_478b&xId=ledpZP2FFOw5jhRfzzPpwa1nbRPhfMmkQ9kWb1wL1GOJBIJ1R4T29fwDLpqBVZQHW2FDkq4bSyDpQT73OA5qFc&union_lens=lensId:0b1b514a_0bc6_16ebf8e765b_44ae
艾儿玻尿酸护手霜水润滋养手霜补水防干裂保湿嫩手留香学生男女,最牛游戏内测员,38,淘宝,2019-09-20 09:56:38,3469680620863864,6738565719602089227,0,0,0,9.90,0,260,9,3.46%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dxz6jN7K8t%2FJw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMSAtySm%2FVEgL79%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMuFvhqthALruioJGz8ZU4xYwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RDv4NcA5WkETsi1%2BiPv5ohqm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b5832d4_0c63_16ebf90d14a_b3ed&xId=eEPXPblj38punicynugwvLVIFlb6jmzdFgp8QZjrLYvbrBRdhHdOX5tU5SdDt42BsIFSGZtnSmRzGrLBOhdpoZ&union_lens=lensId:0b1b5435_0d0a_16ebf90d14e_7a72
黑人联名熊本熊牙膏去黄牙垢去口臭美白亮白口腔清洁清新口气含氟,会化妆的吃货,59,淘宝,2019-09-07 12:20:37,64058278059,6733778718193470728,0,0,0,59.00,0,5746,57,0.99%,https://s.click.taobao.com/t?e=m%3D2%26s%3D%2FyvrnmiIjbdw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMVgqM5tDEOBo1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMrkZ1GAbzGJN7%2BFG5erCbtwtkyqhBb5%2B4x8PUddoNe3CezgG9Nfqey2l3ckdzz6jS85mNO4htIL8WPltY0FgzvZPCStNUQSx2bbvOA7UcWrpPUTXRfTxtdOeA%2FTvyFkOPlZTBKgNz8E8geG%2FMcDSi0sYOae24fhW0&union_lens=lensId:0b1aff47_4acf_16f696e0995_4207&xId=Df6ZmY4FqEFWWF0e5aGW7GCjxpMkl0wqgAihQ5y3MNpuOxghYp6dO8J8EhCQ1Jl5PWjQpJzxgnmAiVBm3K13lz&union_lens=lensId:0b01eea0_1681_16f696e0998_7909
谷雨绿豆泡泡面膜清洁面膜补水保湿控油收缩毛孔去黑头男女学生,神街探,59,淘宝,2019-09-06 11:26:27,62815797502,6733393671191940356,0,0,0,169.00,0,23585,708,3.00%,https://s.click.taobao.com/t?e=m%3D2%26s%3DQiVh6n%2FHDgdw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMRzGUNB0GzVHt4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM7DQMu%2BQ2ZteAr5F9izrTIQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6MEZW0jih%2Byy48Tqd3JjN7F0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0bb698e5_7c64_16f787f679a_5b7b&xId=CV77zUEe3Xk61NssH2wki7kpsdkAUG4DLdybvwqnVdSqPsXNbgrOrO2bgMjSm069OMOQtdkkXDBBKXcjjpPCNx&union_lens=lensId:0b0f8444_1366_16f787f679c_bf93
美康粉黛颐和园唇釉平价持久保湿不易掉色防水学生女正品,花蛤,12,淘宝,2019-09-05 17:52:07,63650992352,6733121975583083784,0,0,0,49.90,0,7687,262,3.41%,https://s.click.taobao.com/t?e=m%3D2%26s%3DYPafw8C82Q5w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMbQJgxca8ZUrxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMIX9feJ3ImcBlwBYcoLMvt4we6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RBAjlTdUQpPbxtFZKXtE926m%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b015dd6_0c0b_16fbd618d8e_331d&xId=MvGKrWjQRMglqq1dwieC3uqTJjzpFCDhecR4ZnhGVB2BQsC7gNKxPmv3CmBieR2oW8CL6IsXDiM4vZx4577M4S&union_lens=lensId:0b0fcf04_0c6a_16fbd618d90_244f
